Date,Group_ID,Observer_ID,Focal_type,focal ID,Time of arrival,Focal start time,Visibility,Focal activity start time,Activity,Species of tree,What part being eaten?,Part of fruit eaten,Seed eating activity,Tree number,Tree canopy height,Feeding start time,Feeding end time,Start time feeding rate,End time feeding rate,Amount eaten,Comments
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.4576388888888889,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Ewit memeluk Sawit di Pohon Hangkang
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.4736111111111111,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,1.0,0.48333333333333334,F,Lunuk  kecil,fr/M,sem,telan semua,NA,atas,0.48333333333333334,0.5104166666666666,NA,NA,NA,"Sawit makan buah Lunuk kecil di pohon Tutup kabali, Sulit melakukan feeding rate dikarenakan terhalang kanopi dan dahan, Cuaca cerah berawan teta[I sedikit terdapat angin"
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,1.0,0.5104166666666666,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.53125,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Lewang
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.5326388888888889,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.5381944444444444,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MHDK
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.5395833333333333,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.5451388888888888,F,Kamuning,yl,NA,NA,NA,atas,0.5451388888888888,0.5479166666666667,NA,NA,NA,Sawit makan daun muda Kamuning dengan posisi mengantung di Akar kamunda
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.5479166666666667,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.5527777777777778,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pakan
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,1.0,0.5534722222222223,F,Pakan,fl,NA,NA,NA,atas,0.5534722222222223,0.5597222222222222,NA,NA,NA,"Sulit mengambil feeding rate karena tertutup tajuk dari percabangan pohon Pakan, cuaca berubah dari berawan menjadi gerimis"
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,0.0,0.5597222222222222,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.5604166666666667,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Sawit dan Ewit masuk kedalam pohon Tarantang, posisi keduanya sudah saling memeluk, cuaca berhenti hujan dan berubah mendung sedikit berangin"
45659.0,Pribon,"Rama, Rahadi",FN,Sawit,0.2743055555555556,0.2743055555555556,2.0,0.6041666666666666,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pohon tidur sore sawit tarantang C/220
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.20833333333333334,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Jumpa Ewit di pohon Terantang, Terlihat Ewit bermain disekitar dahan dan sesekali beristirahat dipohon yang sama dengan Sawit, Cuaca berawan"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.22083333333333333,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.267361111111111,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Lewang
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.269444444444444,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.275694444444444,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Ewit terlihat mengelilingi lalas dan memetik daun muda Akar pisang pisang tetapi tidak dimakan
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.277083333333333,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.283333333333333,F,Lunuk kecil,fr/M,sem,telan semua,NA,atas,0.2833333333,0.2902777778,0.28680555555555554,0.2875,17.0,"Ewit makan Lunuk kecil dipohon Lalas dengan memetik satu persatu buah kemudian, dimasukan kedalam mulut"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.290277777777773,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.2916666666666667,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Lalas
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,1.0,0.297222222222213,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.2972222222,0.3020833333,NA,NA,NA,Sulit melihat keberadaan Ewit yang sedang makan Akar kuku elang
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.302083333333321,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.308333333333317,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.3083333333,0.3097222222,NA,NA,NA,"Hangkang, sulit mengambil feeding rate tertutup tajuk sekitarnya"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.309722222222205,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ewit sesekali mengeluarkan suara kecil
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.312499999999981,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Papung
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.313888888888869,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ewit seperti mengikuti pergerakan Sawit dan Ewat, setelah itu bertemu sekelompok Kelasi. Kelompok kelasi berjalan menjauh dari kelompok Pribon"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.329861111111081,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Papung
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.331249999999969,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.33125,0.3375,0.33125,0.33194444444444443,5.0,Ewit makan Akar kuku elang di Papung
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.337499999999965,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.340972222222185,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.3409722222,0.3423611111,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.342361111111073,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Jangkar, pindah pohon sekitarnya"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.343749999999961,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.34375,0.3458333333,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.345833333333293,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,1.0,0.347222222222181,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.3472222222,0.3569444444,NA,NA,NA,Sulit mengambil feeding rate tertutup tajuk Tutup kabali
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.356944444444397,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,0.0,0.364583333333281,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keberadaan Ewit tidak diketahui peneliti, kemungkinan tertutup tajuk pepohonan"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.378472222222161,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.385416666666601,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.387499999999933,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,1.0,0.391666666666597,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.3916666667,0.39375,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.393749999999929,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.395833333333261,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Meranti, Ewit menggaruk badan dan tangannya (Self grooming)"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.399999999999925,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ewit mengikuti pergerakan Rawit
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.404861111111033,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Urinasi dan Defekasi di pohon Lalas
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.406249999999921,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.411111111111029,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.4111111111,0.4222222222,NA,NA,NA,Sulit mengambil feeding rate tertutup akar disekitarnya
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.422222222222133,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.424999999999909,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Kamehas daun perak, terlihat Ewit bermain sendiri bergantung di cabang dan setelah itu kembali duduk"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.428472222222129,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.430555555555461,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Defekasi di pohon MHDB, jalan secara perlahan"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.4375,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.440972222222121,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Bengaris, Ewit mencoba memakan daun muda Bengaris tetapi hanya sekali (try feeding)"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.442361111111009,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berjalan secara perlahan ke pohon - pohon sekitarnya
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.456944444444333,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Mipa, Ewit beristirahat dengan posisi duduk bersama Sawit"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,1.0,0.461805555555441,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.4618055556,0.4673611111,NA,NA,NA,"Ewit makan bersama Sawit di pohon Kamehas daun perak, Ewit sesekali bersuara seperti menjerit"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.467361111110993,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.471527777777657,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.472916666666545,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.474305555555433,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Defekasi dan Urinasi, kemudian beristirahat dan sesekali bermain sendiri berpindah dari satu cabang ke cabang lainnya"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.477083333333209,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.478472222222097,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.4784722222,0.4881944444,0.47847222222222224,0.4791666666666667,15.0,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.488194444444313,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ewit mengikuti Ewat dan Rawit, Cuaca dari cerah berawan mulai sedikit gerimis"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,1.0,0.495138888888753,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.4951388889,0.5090277778,NA,NA,NA,Sulit mengambil feeding rate tertutup tajuk disekitarnya
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.509027777777633,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urinasi dan Defekasi di Nyato puntik
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.511805555555409,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.5118055556,0.5152777778,0.5118055555555555,0.5125,11.0,Makan Akar kuku elang di pohon Tutup kabali
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.515277777777629,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.519444444444293,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Kajalaki
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.527083333333177,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ewat dan Ewit berjalan bersamaan ke pohon Hangkang
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.536111111110949,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.5361111111,0.5541666667,NA,NA,NA,"Ewit makan akar kuku elang di Hangkang, sulit mengambil feeding rate tertutup tajuk pohon, Ewit makan bersama dua individu lain (Rawit dan Ewat), Cuaca menjadi cerah berawan"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.554166666666493,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Papung
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.560416666666489,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.563888888888709,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Kayu sapat, Urinasi dan Defekasi"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.566666666666485,F,Akar kuku elang,fr/M,dg+kul,telan semua,NA,atas,0.5666666667,0.5763888889,NA,NA,NA,"Sulit mengambil feeding rate tertutup akar dan tajuk dari pohon lain tetapi Ewit makan akar kuku elang dengan ewat , Cuaca kembali berawan"
45660.0,Pribon,"Tasya, Yayan",FN,Ewit,0.20833333333333334,0.20833333333333334,2.0,0.576388888888701,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
